7.39383573672e-08	1.21536139272e-07	1.93215803466e-07	1.72906975053e-07	1.78072143382e-07	5.33063010297e-05	5.45618484734e-05	1.18684494275e-07	1.51115430904e-07	1.01789219419e-07	
2.99605995147e-05	9.58531717985e-07	1.52358427593e-06	7.00749044892e-05	1.41332166701e-06	1.23916428753e-06	1.18843267444e-06	0.000166092222722	1.20069914087e-06	8.07879931199e-07	
0.0034032611854	0.00483832233007	0.00314572459981	0.0026256877018	0.00525895781168	0.00470984428361	0.00283273411362	0.00269127597734	0.00414413705516	0.00386275765946	
0.000209482770688	2.40008494636e-06	3.81790641093e-06	3.43619401863e-06	3.53884181151e-06	2.9325797086e-06	6.5674053729e-05	6.54713845789e-05	3.02676466642e-06	2.02286522149e-06	
5.51295766869e-07	9.02902070982e-07	0.000172279806097	1.28922100352e-06	1.32773328045e-06	1.09077882367e-06	1.11646319982e-06	8.8492984653e-07	6.09650817743e-05	4.10652175936e-05	
7.92091131667e-05	1.13747363081e-05	0.000202312022961	9.32216153752e-05	1.67716533005e-05	1.37847657427e-05	1.41029330284e-05	0.000244679955805	8.40207152589e-05	9.60924768301e-06	
0.00217604905972	0.00178706494318	0.00121010703669	0.0013893750372	0.000849143241762	0.00128810330924	0.00138355221615	0.00145222923391	0.00101460141458	0.00145784862801	
3.90008335431e-05	8.79035324183e-06	0.000101153971431	1.25785001896e-05	1.29543827045e-05	7.71352050653e-05	1.08878077163e-05	0.000181285628244	1.09911958563e-05	5.36819739198e-05	
1.41376485376e-07	0.000104688693195	3.64397470248e-07	3.28221044414e-07	3.38025831967e-07	2.77699911681e-07	2.85248224235e-07	0.000102872758673	2.86855194333e-07	1.93221605431e-07	
2.41703921423e-05	6.44403388894e-10	1.0242779301e-09	9.22590300312e-10	9.50150397868e-10	7.80581424466e-10	7.98961619476e-10	6.33272097351e-10	8.06315826109e-10	5.431229475e-10	
2.4170402903e-05	6.44427874947e-10	1.0243168452e-09	9.2262534215e-10	9.50186496826e-10	7.80611062173e-10	7.98991974255e-10	6.33296143456e-10	8.06346465035e-10	5.43143575046e-10	
1.15058564308e-09	1.8793626977e-09	3.04236823461e-09	2.69067763274e-09	2.77105496131e-09	4.84779029004e-05	2.33012224706e-09	1.84689896522e-09	2.35157030974e-09	1.58398453552e-09	
6.19290947591e-07	1.00458965242e-06	1.59679329428e-06	1.43826782782e-06	1.48123251765e-06	5.94816838752e-05	1.24553748986e-06	9.87236570523e-07	6.14426908973e-05	9.16708751582e-05	
7.39057763192e-05	6.06826737691e-05	9.64804489475e-05	9.6196516624e-06	9.90701494329e-06	8.13895546991e-06	8.33060195415e-06	5.96589119042e-05	7.5940869928e-05	5.66302679076e-06	
